Fault No.,Fault Name,Level,Car Type,D1,D2,D3,D4,D5,D6,D7,TD,C1
DRU 480,DCU U5 Re-open command Valid,1:valid,0:invalid,Status Data Request,,,,,,,,
DRU 481,DCU U5 Opening inhibition valid,1:valid,0:invalid,Status Data Request,,,,,,,,
DRU 482,DCU U5 Re-open 1,ASCII,,Status Data Request,,,,,,,,
DRU 483,DCU U5 Re-open 2,ASCII,,Status Data Request,,,,,,,,
DRU 484,DCU U5 Opening inhibition 1,ASCII,,Status Data Request,,,,,,,,
DRU 485,DCU U5 Opening inhibition 2,ASCII,,Status Data Request,,,,,,,,
DRU 500,DCU U1 Isolated,1:Isolated,0:Not isolated,Internal Software Data,,,,,,,,
DRU 501,DCU U1 Isolated fault,1:Fault,0:Normal,Internal Software Data,,,,,,,,
DRU 520,DCU U2 Isolated,1:Isolated,0:Not isolated,Internal Software Data,,,,,,,,
DRU 521,DCU U2 Isolated fault,1:Fault,0:Normal,Internal Software Data,,,,,,,,
DRU 540,DCU U3 Isolated,1:Isolated,0:Not isolated,Internal Software Data,,,,,,,,
DRU 541,DCU U3 Isolated fault,1:Fault,0:Normal,Internal Software Data,,,,,,,,
DRU 560,DCU U4 Isolated,1:Isolated,0:Not isolated,Internal Software Data,,,,,,,,
DRU 561,DCU U4 Isolated fault,1:Fault,0:Normal,Internal Software Data,,,,,,,,
DRU 580,DCU U5 Isolated,1:Isolated,0:Not isolated,Internal Software Data,,,,,,,,
DRU 581,DCU U5 Isolated fault,1:Fault,0:Normal,Internal Software Data,,,,,,,,
DRD 000,Door down side enable,1:Door down side enable,0:Door down side disable,Digital Input D02,,,,,,,,
DRD 001,Door Re-open down side activated,1:Active,0:Inactive,Digital Input D04,,,,,,,,
DRD 002,DEED access detection switch,1:switch off,0:switch on,Digital Input M6653,,,,,,,,
DRD 003,Door down side open signal,1:Open,0:Close,Digital Input M1201,,,,,,,,
DRD 099,DCU D1 Status valid,0:Normal,other:Fault,Internal Software Data,,,,,,,,
DRD 100,DCU D1 Transmission fault,0:Normal,other:Fault,Internal Software Data,,,,,,,,
DRD 101,DCU D1 IEDR activated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 102,DCU D1 EEDR activated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 103,DCU D1 Lock out switch activated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 104,DCU D1 DCS1 activated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 105,DCU D1 DCS2 activated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 106,DCU D1 DLS activated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 107,DCU D1 Obstacle detected,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 108,DCU D1 Door full Opened,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 109,DCU D1 Door Closed detected,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 110,DCU D1 Door isolated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 111,DCU D1 DLS failure,1:Fault,0:Normal,Status Data,,,,,,,,
DRD 112,DCU D1 DCS1 failure,1:Fault,0:Normal,Status Data,,,,,,,,
DRD 113,DCU D1 DCS2 failure,1:Fault,0:Normal,Status Data,,,,,,,,
DRD 114,DCU D1 EDCU failure,1:Fault,0:Normal,Status Data,,,,,,,,
DRD 115,DCU D1 Motor circuit failure,1:Fault,0:Normal,Status Data,,,,,,,,
DRD 116,DCU D1 The average opening time valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 117,DCU D1 The average closing time valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 118,DCU D1 The average opening current valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 119,DCU D1 The average closing current valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 120,DCU D1 The last opening time valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 121,DCU D1 The last closing time valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 122,DCU D1 The last opening current valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 123,DCU D1 The last closing current valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 124,DCU D1 Average opening time during the last 5 opening motions,BCD,,Status Data,,,,,,,,
DRD 125,DCU D1 Average closing time during the last 5 closing motions,BCD,,Status Data,,,,,,,,
DRD 126,DCU D1 Average opening current during the last 5 opening motions without obstacle detection,BCD,,Status Data,,,,,,,,
DRD 127,DCU D1 Average closing current during the last 5 closing motions without obstacle detection,BCD,,Status Data,,,,,,,,
DRD 128,DCU D1 Opening time during the last opening motions without obstacle detection,BCD,,Status Data,,,,,,,,
DRD 129,DCU D1 Closing time during the last closing motions without obstacle detection,BCD,,Status Data,,,,,,,,
DRD 130,DCU D1 Opening current during the last opening motions without obstacle detection,BCD,,Status Data,,,,,,,,
DRD 131,DCU D1 Closing current during the last closing motions without obstacle detection,BCD,,Status Data,,,,,,,,
DRD 132,DCU D1 Door isolated By TMS Command,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 133,DCU D1 Sensor drift above tolerance,1:Fault,0:Normal,Status Data,,,,,,,,
DRD 149,DCU D2 Status valid,0:Normal,other:Fault,Internal Software Data,,,,,,,,
DRD 150,DCU D2 Transmission fault,0:Normal,other:Fault,Internal Software Data,,,,,,,,
DRD 151,DCU D2 IEDR activated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 152,DCU D2 EEDR activated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 153,DCU D2 Lock out switch activated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 154,DCU D2 DCS1 activated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 155,DCU D2 DCS2 activated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 156,DCU D2 DLS activated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 157,DCU D2 Obstacle detected,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 158,DCU D2 Door full Opened,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 159,DCU D2 Door Closed detected,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 160,DCU D2 Door isolated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 161,DCU D2 DLS failure,1:Fault,0:Normal,Status Data,,,,,,,,
DRD 162,DCU D2 DCS1 failure,1:Fault,0:Normal,Status Data,,,,,,,,
DRD 163,DCU D2 DCS2 failure,1:Fault,0:Normal,Status Data,,,,,,,,
DRD 164,DCU D2 EDCU failure,1:Fault,0:Normal,Status Data,,,,,,,,
DRD 165,DCU D2 Motor circuit failure,1:Fault,0:Normal,Status Data,,,,,,,,
DRD 166,DCU D2 The average opening time valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 167,DCU D2 The average closing time valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 168,DCU D2 The average opening current valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 169,DCU D2 The average closing current valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 170,DCU D2 The last opening time valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 171,DCU D2 The last closing time valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 172,DCU D2 The last opening current valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 173,DCU D2 The last closing current valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 174,DCU D2 Average opening time during the last 5 opening motions,BCD,,Status Data,,,,,,,,
DRD 175,DCU D2 Average closing time during the last 5 closing motions,BCD,,Status Data,,,,,,,,
DRD 176,DCU D2 Average opening current during the last 5 opening motions without obstacle detection,BCD,,Status Data,,,,,,,,
DRD 177,DCU D2 Average closing current during the last 5 closing motions without obstacle detection,BCD,,Status Data,,,,,,,,
DRD 178,DCU D2 Opening time during the last opening motions without obstacle detection,BCD,,Status Data,,,,,,,,
DRD 179,DCU D2 Closing time during the last closing motions without obstacle detection,BCD,,Status Data,,,,,,,,
DRD 180,DCU D2 Opening current during the last opening motions without obstacle detection,BCD,,Status Data,,,,,,,,
DRD 181,DCU D2 Closing current during the last closing motions without obstacle detection,BCD,,Status Data,,,,,,,,
DRD 182,DCU D2 Door isolated By TMS Command,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 183,DCU D2 Sensor drift above tolerance,1:Fault,0:Normal,Status Data,,,,,,,,
DRD 199,DCU D3 Status valid,0:Normal,other:Fault,Internal Software Data,,,,,,,,
DRD 200,DCU D3 Transmission fault,0:Normal,other:Fault,Internal Software Data,,,,,,,,
DRD 201,DCU D3 IEDR activated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 202,DCU D3 EEDR activated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 203,DCU D3 Lock out switch activated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 204,DCU D3 DCS1 activated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 205,DCU D3 DCS2 activated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 206,DCU D3 DLS activated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 207,DCU D3 Obstacle detected,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 208,DCU D3 Door full Opened,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 209,DCU D3 Door Closed detected,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 210,DCU D3 Door isolated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 211,DCU D3 DLS failure,1:Fault,0:Normal,Status Data,,,,,,,,
DRD 212,DCU D3 DCS1 failure,1:Fault,0:Normal,Status Data,,,,,,,,
DRD 213,DCU D3 DCS2 failure,1:Fault,0:Normal,Status Data,,,,,,,,
DRD 214,DCU D3 EDCU failure,1:Fault,0:Normal,Status Data,,,,,,,,
DRD 215,DCU D3 Motor circuit failure,1:Fault,0:Normal,Status Data,,,,,,,,
DRD 216,DCU D3 The average opening time valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 217,DCU D3 The average closing time valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 218,DCU D3 The average opening current valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 219,DCU D3 The average closing current valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 220,DCU D3 The last opening time valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 221,DCU D3 The last closing time valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 222,DCU D3 The last opening current valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 223,DCU D3 The last closing current valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 224,DCU D3 Average opening time during the last 5 opening motions,BCD,,Status Data,,,,,,,,
DRD 225,DCU D3 Average closing time during the last 5 closing motions,BCD,,Status Data,,,,,,,,
DRD 226,DCU D3 Average opening current during the last 5 opening motions without obstacle detection,BCD,,Status Data,,,,,,,,
DRD 227,DCU D3 Average closing current during the last 5 closing motions without obstacle detection,BCD,,Status Data,,,,,,,,
DRD 228,DCU D3 Opening time during the last opening motions without obstacle detection,BCD,,Status Data,,,,,,,,
DRD 229,DCU D3 Closing time during the last closing motions without obstacle detection,BCD,,Status Data,,,,,,,,
DRD 230,DCU D3 Opening current during the last opening motions without obstacle detection,BCD,,Status Data,,,,,,,,
DRD 231,DCU D3 Closing current during the last closing motions without obstacle detection,BCD,,Status Data,,,,,,,,
DRD 232,DCU D3 Door isolated By TMS Command,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 233,DCU D3 Sensor drift above tolerance,1:Fault,0:Normal,Status Data,,,,,,,,
DRD 249,DCU D4 Status valid,0:Normal,other:Fault,Internal Software Data,,,,,,,,
DRD 250,DCU D4 Transmission fault,0:Normal,other:Fault,Internal Software Data,,,,,,,,
DRD 251,DCU D4 IEDR activated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 252,DCU D4 EEDR activated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 253,DCU D4 Lock out switch activated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 254,DCU D4 DCS1 activated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 255,DCU D4 DCS2 activated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 256,DCU D4 DLS activated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 257,DCU D4 Obstacle detected,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 258,DCU D4 Door full Opened,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 259,DCU D4 Door Closed detected,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 260,DCU D4 Door isolated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 261,DCU D4 DLS failure,1:Fault,0:Normal,Status Data,,,,,,,,
DRD 262,DCU D4 DCS1 failure,1:Fault,0:Normal,Status Data,,,,,,,,
DRD 263,DCU D4 DCS2 failure,1:Fault,0:Normal,Status Data,,,,,,,,
DRD 264,DCU D4 EDCU failure,1:Fault,0:Normal,Status Data,,,,,,,,
DRD 265,DCU D4 Motor circuit failure,1:Fault,0:Normal,Status Data,,,,,,,,
DRD 266,DCU D4 The average opening time valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 267,DCU D4 The average closing time valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 268,DCU D4 The average opening current valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 269,DCU D4 The average closing current valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 270,DCU D4 The last opening time valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 271,DCU D4 The last closing time valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 272,DCU D4 The last opening current valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 273,DCU D4 The last closing current valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 274,DCU D4 Average opening time during the last 5 opening motions,BCD,,Status Data,,,,,,,,
DRD 275,DCU D4 Average closing time during the last 5 closing motions,BCD,,Status Data,,,,,,,,
DRD 276,DCU D4 Average opening current during the last 5 opening motions without obstacle detection,BCD,,Status Data,,,,,,,,
DRD 277,DCU D4 Average closing current during the last 5 closing motions without obstacle detection,BCD,,Status Data,,,,,,,,
DRD 278,DCU D4 Opening time during the last opening motions without obstacle detection,BCD,,Status Data,,,,,,,,
DRD 279,DCU D4 Closing time during the last closing motions without obstacle detection,BCD,,Status Data,,,,,,,,
DRD 280,DCU D4 Opening current during the last opening motions without obstacle detection,BCD,,Status Data,,,,,,,,
DRD 281,DCU D4 Closing current during the last closing motions without obstacle detection,BCD,,Status Data,,,,,,,,
DRD 282,DCU D4 Door isolated By TMS Command,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 283,DCU D4 Sensor drift above tolerance,1:Fault,0:Normal,Status Data,,,,,,,,
DRD 299,DCU D5 Status valid,0:Normal,other:Fault,Internal Software Data,,,,,,,,
DRD 300,DCU D5 Transmission fault,0:Normal,other:Fault,Internal Software Data,,,,,,,,
DRD 301,DCU D5 IEDR activated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 302,DCU D5 EEDR activated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 303,DCU D5 Lock out switch activated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 304,DCU D5 DCS1 activated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 305,DCU D5 DCS2 activated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 306,DCU D5 DLS activated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 307,DCU D5 Obstacle detected,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 308,DCU D5 Door full Opened,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 309,DCU D5 Door Closed detected,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 310,DCU D5 Door isolated,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 311,DCU D5 DLS failure,1:Fault,0:Normal,Status Data,,,,,,,,
DRD 312,DCU D5 DCS1 failure,1:Fault,0:Normal,Status Data,,,,,,,,
DRD 313,DCU D5 DCS2 failure,1:Fault,0:Normal,Status Data,,,,,,,,
DRD 314,DCU D5 EDCU failure,1:Fault,0:Normal,Status Data,,,,,,,,
DRD 315,DCU D5 Motor circuit failure,1:Fault,0:Normal,Status Data,,,,,,,,
DRD 316,DCU D5 The average opening time valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 317,DCU D5 The average closing time valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 318,DCU D5 The average opening current valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 319,DCU D5 The average closing current valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 320,DCU D5 The last opening time valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 321,DCU D5 The last closing time valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 322,DCU D5 The last opening current valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 323,DCU D5 The last closing current valid,1:Valid,0:Invalid,Status Data,,,,,,,,
DRD 324,DCU D5 Average opening time during the last 5 opening motions,BCD,,Status Data,,,,,,,,
DRD 325,DCU D5 Average closing time during the last 5 closing motions,BCD,,Status Data,,,,,,,,
DRD 326,DCU D5 Average opening current during the last 5 opening motions without obstacle detection,BCD,,Status Data,,,,,,,,
DRD 327,DCU D5 Average closing current during the last 5 closing motions without obstacle detection,BCD,,Status Data,,,,,,,,
DRD 328,DCU D5 Opening time during the last opening motions without obstacle detection,BCD,,Status Data,,,,,,,,
DRD 329,DCU D5 Closing time during the last closing motions without obstacle detection,BCD,,Status Data,,,,,,,,
DRD 330,DCU D5 Opening current during the last opening motions without obstacle detection,BCD,,Status Data,,,,,,,,
DRD 331,DCU D5 Closing current during the last closing motions without obstacle detection,BCD,,Status Data,,,,,,,,
DRD 332,DCU D5 Door isolated By TMS Command,1:Active,0:Inactive,Status Data,,,,,,,,
DRD 333,DCU D5 Sensor drift above tolerance,1:Fault,0:Normal,Status Data,,,,,,,,
DRD 400,DCU D1 Re-open command Valid,1:valid,0:invalid,Status Data Request,,,,,,,,
DRD 401,DCU D1 Opening inhibition valid,1:valid,0:invalid,Status Data Request,,,,,,,,
DRD 402,DCU D1 Re-open 1,ASCII,,Status Data Request,,,,,,,,
DRD 403,DCU D1 Re-open 2,ASCII,,Status Data Request,,,,,,,,
DRD 404,DCU D1 opening inhibition 1,ASCII,,Status Data Request,,,,,,,,
DRD 405,DCU D1 opening inhibition 2,ASCII,,Status Data Request,,,,,,,,
DRD 420,DCU D2 Re-open command Valid,1:valid,0:invalid,Status Data Request,,,,,,,,
DRD 421,DCU D2 Opening inhibition valid,1:valid,0:invalid,Status Data Request,,,,,,,,
DRD 422,DCU D2 Re-open 1,ASCII,,Status Data Request,,,,,,,,
DRD 423,DCU D2 Re-open 2,ASCII,,Status Data Request,,,,,,,,
DRD 424,DCU D2 opening inhibition 1,ASCII,,Status Data Request,,,,,,,,
DRD 425,DCU D2 opening inhibition 2,ASCII,,Status Data Request,,,,,,,,
DRD 440,DCU D3 Re-open command Valid,1:valid,0:invalid,Status Data Request,,,,,,,,
DRD 441,DCU D3 Opening inhibition valid,1:valid,0:invalid,Status Data Request,,,,,,,,
DRD 442,DCU D3 Re-open 1,ASCII,,Status Data Request,,,,,,,,
DRD 443,DCU D3 Re-open 2,ASCII,,Status Data Request,,,,,,,,
DRD 444,DCU D3 opening inhibition 1,ASCII,,Status Data Request,,,,,,,,
DRD 445,DCU D3 opening inhibition 2,ASCII,,Status Data Request,,,,,,,,
DRD 460,DCU D4 Re-open command Valid,1:valid,0:invalid,Status Data Request,,,,,,,,
DRD 461,DCU D4 Opening inhibition valid,1:valid,0:invalid,Status Data Request,,,,,,,,
DRD 462,DCU D4 Re-open 1,ASCII,,Status Data Request,,,,,,,,
DRD 463,DCU D4 Re-open 2,ASCII,,Status Data Request,,,,,,,,
DRD 464,DCU D4 opening inhibition 1,ASCII,,Status Data Request,,,,,,,,
DRD 465,DCU D4 opening inhibition 2,ASCII,,Status Data Request,,,,,,,,
DRD 480,DCU D5 Re-open command Valid,1:valid,0:invalid,Status Data Request,,,,,,,,
DRD 481,DCU D5 Opening inhibition valid,1:valid,0:invalid,Status Data Request,,,,,,,,
DRD 482,DCU D5 Re-open 1,ASCII,,Status Data Request,,,,,,,,
DRD 483,DCU D5 Re-open 2,ASCII,,Status Data Request,,,,,,,,
DRD 484,DCU D5 opening inhibition 1,ASCII,,Status Data Request,,,,,,,,
DRD 485,DCU D5 opening inhibition 2,ASCII,,Status Data Request,,,,,,,,
DRD 500,DCU D1 Isolated,1:Isolated,0:Not isolated,Internal Software Data,,,,,,,,
DRD 501,DCU D1 Isolated fault,1:Fault,0:Normal,Internal Software Data,,,,,,,,
DRD 520,DCU D2 Isolated,1:Isolated,0:Not isolated,Internal Software Data,,,,,,,,
DRD 521,DCU D2 Isolated fault,1:Fault,0:Normal,Internal Software Data,,,,,,,,
DRD 540,DCU D3 Isolated,1:Isolated,0:Not isolated,Internal Software Data,,,,,,,,
DRD 541,DCU D3 Isolated fault,1:Fault,0:Normal,Internal Software Data,,,,,,,,
DRD 560,DCU D4 Isolated,1:Isolated,0:Not isolated,Internal Software Data,,,,,,,,
DRD 561,DCU D4 Isolated fault,1:Fault,0:Normal,Internal Software Data,,,,,,,,
DRD 580,DCU D5 Isolated,1:Isolated,0:Not isolated,Internal Software Data,,,,,,,,
DRD 581,DCU D5 Isolated fault,1:Fault,0:Normal,Internal Software Data,,,,,,,,
DR 800,staff door close button pressed,1:Button pressed,0:Button Not pressed,Digital Input M6651,,,,,,,,
DR 801,All Door close,1:All Door close,0:Not All Door close,Digital Input M5076,,,,,,,,
DR 802,Door enable bypass,1:bypass,0:not bypass,Digital Input M5069,,,,,,,,
DR 850,All Door Close detect,,,Internal Software Data,,,,,,,,
AC1 099,A/C1 Status valid,0:Normal,other:Fault,Internal Software Data,,,,,,,,
AC1 100,A/C1 Transmission fault,0:Normal,other:Fault,Internal Software Data,,,,,,,,
AC1 101,A/C1 Control valid,1:Active,0:Inactive,Status Data,,,,,,,,
AC1 102,A/C1 SD valid,1:Active,0:Inactive,Status Data,,,,,,,,
AC1 103,A/C1 Indicate mode Ventilation,1:Active,0:Inactive,Status Data,,,,,,,,
AC1 104,A/C1 Indicate mode Dehumidification,1:Active,0:Inactive,Status Data,,,,,,,,
AC1 105,A/C1 Indicate mode On-cool,1:Active,0:Inactive,Status Data,,,,,,,,
AC1 106,A/C1 Indicate mode Off,1:Active,0:Inactive,Status Data,,,,,,,,
AC1 107,A/C1 Operation mode Ventilation,1:Active,0:Inactive,Status Data,,,,,,,,
AC1 108,A/C1 Operation mode Dehumidification,1:Active,0:Inactive,Status Data,,,,,,,,
AC1 109,A/C1 Operation mode On-cool,1:Active,0:Inactive,Status Data,,,,,,,,
